,keyword,text,lat,long,census,comp,category,CensusTract,LILATracts_1And10
0,mcdonald's,Waiting on our dinner.  At least it's not McDonald's. LOL @ El Pollo Loco ,33.877187,-118.21795,06037543202,-0.4356,fast_food,06037543202,0
1,panda express,"Panda Express is hiring in #Compton, CA! Read about our latest #Hospitality job opening via the link in our bio: Restaurant Service and Kitchen Team (1652)",33.8787456,-118.2181431,06037543202,0.0,fast_food,06037543202,0
2,el pollo loco,Waiting on our dinner.  At least it's not McDonald's. LOL @ El Pollo Loco ,33.877187,-118.21795,06037543202,-0.4356,fast_food,06037543202,0
3,starbucks,"We're hiring in #Compton, CA! Click the link in our bio to apply to this job and more: shift supervisor - Store# 21740, ALAMEDA &amp; 91 at Starbucks #Retail",33.87668,-118.2178557,06037543202,0.0,fast_food,06037543202,0
4,starbucks,Its the little things that matter...  thanks @starbucks @ Starbucks ,33.87427492,-118.24767083,06037543202,0.4404,fast_food,06037543202,0
5,el pollo loco,Waiting on our dinner.  At least it's not McDonald's. LOL @ El Pollo Loco ,33.877187,-118.21795,06037543202,-0.4356,fast_food,06037543202,0
6,mcdonald's,"I'm at McDonald's in Chicago, IL ",41.883598600000006,-87.62580909999998,17031320100,0.0,fast_food,17031320100,0
7,popeyes louisiana kitchen,"Lunch break (@ Popeyes Louisiana Kitchen in Chicago, IL) ",41.88491675,-87.62611837,17031320100,0.0,fast_food,17031320100,0
8,starbucks,A perfect treat of a #starbuckscoffee #peppermintmochafrappuccino to end my day. @ Starbucks ,41.88235643,-87.62467057,17031320100,0.7506,fast_food,17031320100,0
9,starbucks,"Starbucks is looking for teammates like you. See our latest #Retail job openings, including ""barista - Store# 15683, 8 NORTH MICHIGAN"", via the link in our bio. #Chicago, IL",41.882330100000004,-87.6249603,17031320100,0.3612,fast_food,17031320100,0
10,subway,Chicago Subway #chicago #subway #travel #nice #chicagolife en Chicago Riverwalk ,41.88840017,-87.61897076,17031320100,0.0,fast_food,17031320100,0
11,mcdonald's,"#Chichan #Tone 2 #mood
#Valle #Poser #Fake #dassadhuh #chola #cholarealness #chologram @ McDonald's ",31.70018254,-106.33942634,48141003901,0.0,fast_food,48141003901,0
12,mcdonald's,"Here for a late lunch! (@ McDonald's in Chicago, IL) ",42.00715077,-87.69046558,17031020302,0.0,fast_food,17031020302,0
13,mcdonald's,"McDonald's, it ain't ..   #cigar #botl @eighty5cigars @ochocinco @ Broken Arrow, Oklahoma ",36.0363,-95.7836,40143007503,-0.4767,fast_food,40143007503,0
14,mcdonald's,"I'm at McDonald's in Kingwood, TX ",30.04899687,-95.18548645,48201251000,0.4995,fast_food,48201251000,0
15,mcdonald's,"I'm at McDonald's in Kingwood, TX ",30.04899687,-95.18548645,48201251000,0.4995,fast_food,48201251000,0
16,mcdonald's,Happy birthday silas_benny   #breakfastsquad @ McDonald's ,34.98150504,-79.01295227,37051003201,0.5719,fast_food,37051003201,0
17,mcdonald's,"JB, struggling this morning? Dont miss breakfast tomorrow at 7:30! #breakfastsquad @ McDonald's ",34.98150504,-79.01295227,37051003201,-0.3915,fast_food,37051003201,0
18,mcdonald's,"I'm at McDonald's in Kannapolis, NC  ",35.46268829,-80.594651,37025040703,0.0,fast_food,37025040703,0
19,mcdonald's,"Uncle @ochocinco meal plan. (@ McDonald's in Savannah, GA) ",32.02500989,-81.22579962,13051010809,0.0,fast_food,13051010809,0
20,mcdonald's,Time to roll...#truckerjackie #5hrjunkie #5hourenergy #backto100percent #mochafrappe #alreadygone #phoenix bound @ McDonald's ,35.266013,-99.643656,40009966800,0.0,fast_food,40009966800,0
21,mcdonald's,"I'm at McDonald's - @mcdnytristate in Brick, NJ ",40.072704,-74.12480500000002,34029713500,0.0,fast_food,34029713500,0
22,mcdonald's,Bra i got to stop drinking  sound like a big ass jit @ McDonald's ,26.13955333,-80.20206659,12011041200,-0.4939,fast_food,12011041200,0
23,mcdonald's,"Good morning, fatigue, I remember you fondly. We bathed in the grease on the McDonald's floor and we wanted to jump off the pier at the Seaport. Pondering whether we'd been here before. ",30.269608,-97.736347,48453001100,0.5859,fast_food,48453001100,0
24,starbucks,"I'm at Starbucks in Austin, TX ",30.26585757,-97.74630838,48453001100,0.4995,fast_food,48453001100,0
25,starbucks,"Want to land a job like ""barista - Store# 06470, 10TH AND CONGRESS"" at Starbucks? Applicant tracking systems look for specific keywords. Use the right keywords and get your resume in front of the hiring manager. #Retail #Austin, TX",30.271829600000004,-97.7409341,48453001100,0.7213,fast_food,48453001100,0
26,starbucks,"#starbucksnamefail 
""What's the name on your order?""
""BAKER""
Who da hell is Bager????
phireheartart  #starbucks @ Austin, Texas ",30.2677,-97.7475,48453001100,-0.7622,fast_food,48453001100,0
27,starbucks,"If you're looking for work in #Austin, TX, check out this #Retail job via the link in our bio: barista - Store# 00689, ONE AMERICAN CENTER at Starbucks",30.2686108,-97.7431811,48453001100,0.4995,fast_food,48453001100,0
28,mcdonald's,"I'm at McDonald's - @mcd_northernind in Butler, IN ",41.42995455,-84.88683112,18033020300,0.0,fast_food,18033020300,0
29,mcdonald's,"Tea time (@ McDonald's in Clarksville, VA)  ",36.62635161,-78.55454609,51117930800,0.0,fast_food,51117930800,0
30,starbucks,@prosperitygirl1 Black girl magic. @ Starbucks ,32.77982223,-117.10285161,06073009603,0.0,fast_food,06073009603,1
31,starbucks,"This dude sitting next to me sleeps like me! (@ Starbucks in San Diego, CA) ",32.77985265,-117.10282812,06073009603,0.4199,fast_food,06073009603,1
32,starbucks,"Don't be shy. Score a job like ""shift supervisor - Store# 10815, CAMINO DEL RIO NORTH &amp; MISSION"" at Starbucks by asking for referrals. It's a great way to get a meeting with HR. Check out the link in our bio to apply. #Retail #SanDiego, CA",32.7798452,-117.10282450000001,06073009603,0.8095,fast_food,06073009603,1
33,starbucks,#keurig #keurigcoffeecorner #coffeetable   #starbucks #breakfast #food #happy #coffeelover #coffeeaddict #coffeeshop #caffeine #instacoffee #tequila #delicious #juicy #oj #wake #wakeup ,34.892959999999995,-117.02583,06071009500,0.0,fast_food,06071009500,1
34,starbucks,"Early morning walk landed me at Starbucks just as the sun rose.  Was feeling the natural lighting this morning.  Also playing with #RuleofThirds and perspective a little. @ Barstow, ",34.892959999999995,-117.02583,06071009500,0.5859,fast_food,06071009500,1
35,starbucks,"Earning my #RIIINGS with Kayla and her friends today.  Amazing what a great motivator Starbucks and Wetzels Pretzels can be 
 @ Barstow, California ",34.892959999999995,-117.02583,06071009500,0.9001,fast_food,06071009500,1
36,starbucks,"I'm at Starbucks in Santa Monica, CA ",34.01578715,-118.49641483,06037701902,0.0,fast_food,06037701902,0
37,starbucks,"Coffee and a frappucino for my star! (@ Starbucks in Orland, CA) ",39.74884,-122.204605,06021010100,0.0,fast_food,06021010100,1
38,starbucks,"Nothing better than an afternoon coffee (@ Starbucks in Orland, CA) ",39.74884,-122.204605,06021010100,-0.3412,fast_food,06021010100,1
39,starbucks,"Road warrior time... (@ Starbucks in Orland, CA) ",39.74884,-122.204605,06021010100,0.0,fast_food,06021010100,1
40,starbucks,Cafeshito en Times Square.  @ Starbucks ,40.75695269,-73.99049249,36061011500,0.0,fast_food,36061011500,0
41,starbucks,"If you're looking for work in #NewYork, NY, check out this #Retail job via the link in our bio: shift supervisor - Store# 17496, 42ND &amp; NINTH at Starbucks",40.7579169,-73.9922148,36061011500,0.0,fast_food,36061011500,0
42,starbucks,"Click the link in our bio to see currently open #Retail jobs like ""barista - Store# 17496, 42ND &amp; NINTH"" at Starbucks in #NewYork, NY.",40.7579169,-73.9922148,36061011500,0.3612,fast_food,36061011500,0
43,subway,"Pemandu tren faveret anda
#traindriver #dayjob @ NYC - Subway System ",40.75721654,-73.98988064,36061011500,0.0,fast_food,36061011500,0
44,starbucks,"Starbucks is looking for teammates like you. See our latest #Retail job openings, including ""barista - Store# 16676, PORT AUTHORITY - CONCOURSE LVL"", via the link in our bio. #NewYork, NY",40.7569969,-73.99056750000001,36061011500,0.5473,fast_food,36061011500,0
45,starbucks,"I'm at Starbucks in Celebration, FL ",28.317657,-81.541306,12097040803,0.0,fast_food,12097040803,0
46,starbucks,"I'm at Starbucks in Kissimmee, FL ",28.333838,-81.527971,12097040803,0.0,fast_food,12097040803,0
47,starbucks,"original Starbucks having me Sleepless in Seattle #APhA2019  @ Seattle, Washington ",47.6046,-122.3308,53033008100,0.3182,fast_food,53033008100,0
48,starbucks,"This job is now open at Starbucks in #Seattle, WA. Follow us and turn on mobile alerts to hear about jobs like these as soon as they're posted: shift supervisor - Store# 10302, COLUMBIA TOWER 40TH FLOOR #Retail",47.60449970000001,-122.3306335,53033008100,0.3612,fast_food,53033008100,0
49,starbucks,"Want to land a job like ""Barista, Reserve and Roastery"" at Starbucks? Applicant tracking systems look for specific keywords. Use the right keywords and get your resume in front of the hiring manager. #Retail #Seattle, WA",47.6069304,-122.33872859999998,53033008100,0.4215,fast_food,53033008100,0
50,starbucks,"Getting a hot drink (@ Starbucks in Seattle, WA)  ",47.60734,-122.33425,53033008100,0.0,fast_food,53033008100,0
51,starbucks,"Day two in the books and Im done! The girls enjoyed the original Starbucks, seeing the hobos, having the best Mac and cheese for breakfast, going back to ",47.609232,-122.34096936,53033008100,0.8777,fast_food,53033008100,0
52,starbucks,"the very 1st, the original Starbucks...how could it grow, from this little shop, into one of the largest companies on Earth ?! @ 1st &amp; Pike st ",47.60893324,-122.34001522,53033008100,0.4321,fast_food,53033008100,0
53,starbucks,Trucks backed up as far as the eye can see waiting to get into the port. A look at an empty container ship being loaded with the cranes. A view of the Starbucks headquarters for those ,47.6046,-122.3308,53033008100,-0.1779,fast_food,53033008100,0
54,starbucks,"Visited the home of Starbucks coffee and the Seattle Space Needle, the needle is usually seen in Grey's Anatomy where the TV show is based. @ Seattle, Washington ",47.6046,-122.3308,53033008100,0.0,fast_food,53033008100,0
55,starbucks,"I hope my art table gets to me soon. I dont feel Im moving fast enough coming into Starbucks all the time.
#art #wip #comicbook #makecomics #makingcomics #manga #pencil # ",47.6046,-122.3308,53033008100,0.4404,fast_food,53033008100,0
56,mcdonald's,Aye! # @ McDonald's ,47.61075077,-122.33825147,53033008100,0.0,fast_food,53033008100,0
57,starbucks,"Don't be shy. Score a job like ""barista - Store# 02937, PIER 55"" at Starbucks by asking for referrals. It's a great way to get a meeting with HR. Check out the link in our bio to apply. #Retail #Seattle, WA",47.6047811,-122.3399601,53033008100,0.8095,fast_food,53033008100,0
58,starbucks,"Click the link in our bio to see currently open #Sales jobs like ""business development manager, Licensed Stores Business, various regions - [Maricopa County, AZ / San Diego, CA] OR [Forth Worth, TX / Dallas, TX] OR [Chicago, IL / St. Louis, MO]"" at Starbucks in #Seattle, WA.",47.6062095,-122.33207079999998,53033008100,0.7672,fast_food,53033008100,0
59,starbucks,"Interested in a job in #Seattle, WA? This could be a great fit. Click the link in our bio to apply: assistant store manager - Sahuarita, AZ at Starbucks #BusinessMgmt",47.6062095,-122.33207079999998,53033008100,0.8519,fast_food,53033008100,0
60,starbucks,"I'm at Starbucks in Seattle, WA ",47.60905,-122.339905,53033008100,0.0,fast_food,53033008100,0
61,starbucks,"Want to work at Starbucks? We're hiring in #Seattle, WA! Click for details:  #BusinessMgmt",47.6062095,-122.33207079999998,53033008100,0.1511,fast_food,53033008100,0
62,starbucks,"Seattle sights. 
#Seattle #travel #baseball #openingday #mtrainier #running #photography #coffee #starbucks #pikeplacemarket @ Seattle, Washington ",47.6046,-122.3308,53033008100,0.0,fast_food,53033008100,0
63,starbucks,When in Seattle ... #minivaca #starbucks #seattle @ Starbucks ,47.60735176,-122.33429521,53033008100,0.0,fast_food,53033008100,0
64,starbucks,"We're hiring! Click to apply: Universal Banker 2 NMLS - Starbucks Center/Seattle WA (40 hrs) -  #branchbanking #Seattle, WA",47.6062095,-122.33207079999998,53033008100,0.0,fast_food,53033008100,0
65,starbucks,"the very 1st, the original Starbucks...how could it grow, from this little shop, into one of the largest companies on Earth ?! @ 1st &amp; Pike st ",47.60893324,-122.34001522,53033008100,0.4321,fast_food,53033008100,0
66,starbucks,"I'm at Starbucks in San Jose, CA ",37.30382673,-121.89727697,06085502400,0.0,fast_food,06085502400,0
67,starbucks,"Nervous to apply for a job like ""barista - Store# 05268, MISSION VIEJO II"" at Starbucks? Apply even if you're not a 100% match. You might be underestimating your value. Click the link in our bio for more info. #Retail #MissionViejo, CA",33.6520245,-117.64743190000002,06059032031,0.4215,fast_food,06059032031,0
68,starbucks,"Much. Needed. #starbucks #quadshot #premierprotein #nectarforthegods @ Harker Heights, Texas ",31.0685,-97.6555,48027021903,0.0,fast_food,48027021903,0
69,starbucks,Daily LOL!!! #theangrycauldron #dailylol @ Starbucks ,36.59020117,-82.26175189,47163042400,0.6607,fast_food,47163042400,0
70,starbucks,"If you're looking for work in #Clovis, CA, check out this #Retail job via the link in our bio: shift supervisor - Store# 05876, HERNDON &amp; FOWLER at Starbucks",36.8378973,-119.6819557,06019005512,0.0,fast_food,06019005512,0
71,starbucks,"Starbucks is hiring in #Clovis, CA! Read about our latest #Retail job opening via the link in our bio: shift supervisor - Store# 09689, TEMPERANCE &amp; HWY 168",36.8447531,-119.664551,06019005512,0.0,fast_food,06019005512,0
72,panda express,"Join the Panda Express team! See our latest job opening here:  #Hospitality #Clovis, CA",36.838932899999996,-119.68373079999999,06019005512,0.3595,fast_food,06019005512,0
73,starbucks,"Don't be shy. Score a job like ""shift supervisor - Store# 48346, 10TH &amp; L"" at Starbucks by asking for referrals. It's a great way to get a meeting with HR. Check out the link in our bio to apply. #Retail #Sacramento, CA",38.5781877,-121.4940773,06067001101,0.8095,fast_food,06067001101,0
74,starbucks,"NEW FLAVOR ALERT! @starbucks x oreo COLLAB!
 #cloudmacchiato flavored Oreos!
: @DnutsCookiesCrm
#donutscookiesandcream #aprilfools
TAG YOUR ",38.5763,-121.4927,06067001101,0.5871,fast_food,06067001101,0
75,chipotle,"Holy crap. 3/4 inch pork belly, Chipotle hollandaise sauce. Hmmm, now that's an Eggs Benedict.

#grange #citizenhotel #sacramento #california #breakfast #foodporn #eggsbenny #npc ",38.58011,-121.49389,06067001101,-0.3818,fast_food,06067001101,0
76,starbucks,"Can you recommend anyone for this #IT job in #Seattle, WA? Click the link in our bio to see it and more. lead data engineer, Starbucks Technology - SSC - Seattle, WA at Starbucks",47.580236600000006,-122.3356196,53033009300,0.3612,fast_food,53033009300,0
77,starbucks,"Don't submit then quit. Apply for jobs like ""logistics services rep II, Logistics Services - Seattle, WA"" at Starbucks, then look for people you might know at the company. You might be able to reach out to HR directly. Ready to apply? Check out the link in our bio.",47.580236600000006,-122.3356196,53033009300,0.6249,fast_food,53033009300,0
78,starbucks,Acaba de publicar una foto en Starbucks Reserve SoDo ,47.58089946,-122.33514485,53033009300,0.0,fast_food,53033009300,0
79,starbucks,"If jobs with titles like ""manager technology solutions - WMS, Starbucks Technology - SSC - Seattle, WA"" sound appealing to you, follow us to hear about these types of opportunities in #Seattle, WA. #IT",47.580236600000006,-122.3356196,53033009300,0.7003,fast_food,53033009300,0
80,starbucks,"Have you ever had a role like ""senior communications manager, Starbucks International - Seattle, WA""? What did you like most about that job? #Marketing #Seattle, WA",47.580236600000006,-122.3356196,53033009300,0.6553,fast_food,53033009300,0
81,starbucks,"Don't be shy. Score a job like ""platform engineer 1, Cloud Foundation Services, Starbucks Technology - SSC - Seattle, WA"" at Starbucks by asking for referrals. It's a great way to get a meeting with HR. Check out the link in our bio to apply. #IT #Seattle, WA",47.580236600000006,-122.3356196,53033009300,0.8095,fast_food,53033009300,0
82,starbucks,"Don't be shy. Score a job like ""Business Analyst Lead, Ops Services - Workforce Management, SSC  Seattle, WA"" at Starbucks by asking for referrals. It's a great way to get a meeting with HR. Check out the link in our bio to apply. #SupplyChain #Seattle, WA",47.580236600000006,-122.3356196,53033009300,0.8095,fast_food,53033009300,0
83,starbucks,"Stop staring at the clock every day. It's time for a new career. Follow us to view jobs with titles like ""identity and directory services manager, Starbucks Technology - Seattle, WA"" in #Seattle, WA. #IT",47.580236600000006,-122.3356196,53033009300,0.0772,fast_food,53033009300,0
84,starbucks,"Interested in a job in #Seattle, WA? This could be a great fit. Click the link in our bio to apply: supply chain planner, Supply Chain Management - Seattle, WA at Starbucks #SupplyChain",47.580236600000006,-122.3356196,53033009300,0.8519,fast_food,53033009300,0
85,starbucks,"Nervous to apply for a job like ""application developer II, Starbucks Technology"" at Starbucks? Apply even if you're not a 100% match. You might be underestimating your value. Click the link in our bio for more info. #IT #Seattle, WA",47.580236600000006,-122.3356196,53033009300,0.4215,fast_food,53033009300,0
86,starbucks,"Want to land a job like ""HRIS Program Manager, Human Resources Operations - Seattle, WA"" at Starbucks? Applicant tracking systems look for specific keywords. Use the right keywords and get your resume in front of the hiring manager. #HR #Seattle, WA",47.580236600000006,-122.3356196,53033009300,0.4215,fast_food,53033009300,0
87,starbucks,"Starbucks is hiring in #Seattle, WA! Read about our latest #IT job opening via the link in our bio: manager application development, Starbucks Technology-SSC-Seattle, WA",47.580236600000006,-122.3356196,53033009300,0.0,fast_food,53033009300,0
88,starbucks,"Nervous to apply for a job like ""program manager, ops services, SSC - Seattle, WA"" at Starbucks? Apply even if you're not a 100% match. You might be underestimating your value. Click the link in our bio for more info. #SupplyChain #Seattle, WA",47.580236600000006,-122.3356196,53033009300,0.4215,fast_food,53033009300,0
89,taco bell,"I'm at KFC/Taco Bell - @kfc in Seattle, WA ",47.58382275,-122.3294548,53033009300,0.0,fast_food,53033009300,0
90,kfc,"I'm at KFC/Taco Bell - @kfc in Seattle, WA ",47.58382275,-122.3294548,53033009300,0.0,fast_food,53033009300,0
91,starbucks,"Stop staring at the clock every day. It's time for a new career. Follow us to view jobs with titles like ""senior systems engineer, Starbucks Technology - SSC - Seattle, WA"" in #Seattle, WA. #IT",47.580236600000006,-122.3356196,53033009300,0.0772,fast_food,53033009300,0
92,starbucks,"Want to work at Starbucks? We're hiring in #Seattle, WA! Click the link in our bio for details on this job and more: HRIS Program Manager, Human Resources Operations - Seattle, WA #HR",47.580236600000006,-122.3356196,53033009300,0.1511,fast_food,53033009300,0
93,starbucks,"Looking to score a job at Starbucks? You're in luck. Click the link in our bio for the job description and information on how to apply: barista - Store# 15253, SODO 8 #Retail #Seattle, WA",47.580236600000006,-122.3356196,53033009300,0.4588,fast_food,53033009300,0
94,starbucks,"Join the Starbucks team! See our latest #Marketing job openings, including ""Social Media Writer: Consumer &amp; Culture/Starbucks Stories, Public Relations &amp; Communication, SSC - Seattle, WA"", via the link in our bio. #Seattle, WA",47.580236600000006,-122.3356196,53033009300,0.3595,fast_food,53033009300,0
95,starbucks,"This #HR job might be a great fit for you. Click the link in our bio to see it and more. senior project manager, Partner Resources - SSC - Seattle, WA at Starbucks #Seattle, WA",47.580236600000006,-122.3356196,53033009300,0.765,fast_food,53033009300,0
96,starbucks,"Click the link in our bio to see currently open #SupplyChain jobs like ""senior supply chain planner - Seattle, WA"" at Starbucks in #Seattle, WA.",47.580236600000006,-122.3356196,53033009300,0.3612,fast_food,53033009300,0
97,starbucks,"Starbucks is hiring in #Seattle, WA! Read about our latest #IT job opening via the link in our bio: senior systems engineer, Starbucks Technology - SSC - Seattle, WA",47.580236600000006,-122.3356196,53033009300,0.0,fast_food,53033009300,0
98,starbucks,"Having lunch (@ Starbucks in Seattle, WA)  ",47.56665042,-122.3298323,53033009300,0.0,fast_food,53033009300,0
99,starbucks,"Looking to score a job at Starbucks? You're in luck. Click the link in our bio for the job description and information on how to apply: organization &amp; partner development manager, Training &amp; Development - Seattle, WA #HR #Seattle, WA",47.580236600000006,-122.3356196,53033009300,0.4588,fast_food,53033009300,0
100,starbucks,"This #Marketing job might be a great fit for you. Click the link in our bio to see it and more. senior brand manager, Digital Customer Experience &amp; Innovation - Seattle, WA at Starbucks #Seattle, WA",47.580236600000006,-122.3356196,53033009300,0.8481,fast_food,53033009300,0
101,starbucks,"Don't be shy. Score a job like ""retail systems developer II, Starbucks Technology - Seattle, WA"" at Starbucks by asking for referrals. It's a great way to get a meeting with HR. Check out the link in our bio to apply. #IT #Seattle, WA",47.580236600000006,-122.3356196,53033009300,0.8095,fast_food,53033009300,0
102,starbucks,"Don't be shy. Score a job like ""payments delivery &amp; experience manager, Core Payments - Seattle, WA"" at Starbucks by asking for referrals. It's a great way to get a meeting with HR. Check out the link in our bio to apply. #Marketing #Seattle, WA",47.580236600000006,-122.3356196,53033009300,0.8095,fast_food,53033009300,0
103,starbucks,"Getting a chai tea latte (@ Starbucks in Seattle, WA)  ",47.56665042,-122.3298323,53033009300,0.0,fast_food,53033009300,0
104,starbucks,"Getting a chai tea latte (@ Starbucks in Seattle, WA)  ",47.56665042,-122.32983229999999,53033009300,0.0,fast_food,53033009300,0
105,starbucks,"Want to work at Starbucks? We're hiring in #Seattle, WA! Click the link in our bio for details on this job and more: senior product developer, Marketing - Seattle, WA #GeneralScience",47.580236600000006,-122.3356196,53033009300,0.1511,fast_food,53033009300,0
106,starbucks,"Click the link in our bio to see currently open #HR jobs like ""HR Business Partner- Siren Retail, Human Resources - SSC - Seattle, WA"" at Starbucks in #Seattle, WA.",47.580236600000006,-122.3356196,53033009300,0.3612,fast_food,53033009300,0
107,starbucks,"Don't be shy. Score a job like ""project manager, Alignment and Process, Retail Ops Services - Seattle, WA"" at Starbucks by asking for referrals. It's a great way to get a meeting with HR. Check out the link in our bio to apply. #SupplyChain #Seattle, WA",47.580236600000006,-122.3356196,53033009300,0.8095,fast_food,53033009300,0
108,starbucks,"We're hiring in #Seattle, WA! Click the link in our bio to apply to this job and more: product design manager, Digital Products, Starbucks Technology - Seattle, WA at Starbucks #IT",47.580236600000006,-122.3356196,53033009300,0.0,fast_food,53033009300,0
109,starbucks,"This #IT job might be a great fit for you. Click the link in our bio to see it and more. senior video teleconferencing engineer, Starbucks Technology, SSC - Seattle, WA at Starbucks #Seattle, WA",47.580236600000006,-122.3356196,53033009300,0.765,fast_food,53033009300,0
110,starbucks,"If you're looking for work in #Seattle, WA, check out this #SupplyChain job via the link in our bio: supply chain analyst, Supply Chain International - Seattle, WA at Starbucks",47.580236600000006,-122.3356196,53033009300,0.0,fast_food,53033009300,0
111,starbucks,"Don't submit then quit. Apply for jobs like ""engineering manager, Starbucks Anti-Fraud Technology - Seattle, WA"" at Starbucks, then look for people you might know at the company. You might be able to reach out to HR directly. Ready to apply? Check out the link in our bio.",47.580236600000006,-122.3356196,53033009300,0.6249,fast_food,53033009300,0
112,starbucks,"Don't submit then quit. Apply for jobs like ""Business Analyst Lead, Ops Services - Workforce Management, SSC..."" at Starbucks, then look for people you might know at the company. You might be able to reach out to HR directly. Ready to apply? Check out the link in our bio.",47.580236600000006,-122.3356196,53033009300,0.6249,fast_food,53033009300,0
113,starbucks,"Click the link in our bio to see currently open #HR jobs like ""senior recruiter, Retail Talent Acquisition - Seattle, WA or remote"" at Starbucks in #Seattle, WA.",47.580236600000006,-122.3356196,53033009300,0.6486,fast_food,53033009300,0
114,starbucks,"Career tip for landing jobs like ""lead enterprise architect, Starbucks Technology - Seattle, WA"" in #Seattle, WA. Go on informational interviews. The best way to get a meeting with a hiring manager is to ask for an informational meeting. #IT",47.580236600000006,-122.3356196,53033009300,0.7717,fast_food,53033009300,0
115,starbucks,"This job might be a great fit for you: engineer lead - ST , Starbucks Technology - SSC - Seattle, WA -  #IT #Seattle, WA",47.580236600000006,-122.3356196,53033009300,0.765,fast_food,53033009300,0
116,starbucks,"Looking to score a job at Starbucks? You're in luck. Click the link in our bio for the job description and information on how to apply: senior software engineer, Retail Operations - Seattle, WA #SupplyChain #Seattle, WA",47.580236600000006,-122.3356196,53033009300,0.4588,fast_food,53033009300,0
117,starbucks,"Starbucks is hiring in #Seattle, WA! Read about our latest #HR job opening via the link in our bio: HRIS Program Manager, Human Resources Operations - Seattle, WA",47.580236600000006,-122.3356196,53033009300,0.0,fast_food,53033009300,0
118,starbucks,"Join the Starbucks team! See our latest #IT job openings, including ""senior platform engineer - Cassandra, Starbucks Technology - Seattle, WA"", via the link in our bio. #Seattle, WA",47.580236600000006,-122.3356196,53033009300,0.3595,fast_food,53033009300,0
119,starbucks,"See our latest #Seattle, WA #Marketing job opportunity and click the link in our bio to apply: manager, brand communications, Public Affairs - Seattle, WA at Starbucks",47.580236600000006,-122.3356196,53033009300,0.4215,fast_food,53033009300,0
120,starbucks,"This job is now open at Starbucks in #Seattle, WA. Follow us and turn on mobile alerts to hear about jobs like these as soon as they're posted: director operations services, IT Operations Services - SSC - Seattle, WA #SupplyChain",47.580236600000006,-122.3356196,53033009300,0.3612,fast_food,53033009300,0
121,starbucks,"Join the Princi Bakery team! See our latest #IT job openings, including ""managing principal enterprise architecture, Starbucks Technology - Seattle, WA"", via the link in our bio. #Seattle, WA",47.580236600000006,-122.3356196,53033009300,0.3595,fast_food,53033009300,0
122,starbucks,"We're hiring in #Seattle, WA! Click the link in our bio to apply to this job and more: engineer II, Starbucks Technology, SSC - Seattle, WA at Starbucks #IT",47.580236600000006,-122.3356196,53033009300,0.0,fast_food,53033009300,0
123,starbucks,"This #Marketing job might be a great fit for you. Click the link in our bio to see it and more. lead data scientist, Data &amp; Measurement Sciences, SSC - Seattle, WA at Starbucks #Seattle, WA",47.580236600000006,-122.3356196,53033009300,0.765,fast_food,53033009300,0
124,starbucks,"If you're looking for work in #Seattle, WA, check out this #HR job via the link in our bio: organization &amp; partner development manager, Training &amp; Development - Seattle, WA at Starbucks",47.580236600000006,-122.3356196,53033009300,0.0,fast_food,53033009300,0
125,starbucks,"Have you ever had a role like ""project manager, Operations, Business Intelligence &amp; Data Service, Starbucks Technology, SSC - Seattle, WA""? What did you like most about that job? #IT #Seattle, WA",47.580236600000006,-122.3356196,53033009300,0.8156,fast_food,53033009300,0
126,starbucks,"See our latest #Salem, OR #BusinessMgmt job opportunity and click the link in our bio to apply: assistant store manager - Salem Metro, OR at Starbucks",44.9046074,-123.0826335,41047002400,0.4215,fast_food,41047002400,0
127,starbucks,"Join the Starbucks team! See our latest #Retail job openings, including ""shift supervisor - Store# 10330, HWY 213 - OREGON CITY"", via the link in our bio. #OregonCity, OR",45.32427020000001,-122.5801452,41005022603,0.3595,fast_food,41005022603,1
128,starbucks,"I'm at Fountain View (ft. Starbucks) - @waltdisneyworld in Lake Buena Vista, FL ",28.373759000000003,-81.549769,12095017103,0.0,fast_food,12095017103,0
129,starbucks,My little pick me up!!! #starbucks @ Disney's Hollywood Studios ,28.358333,-81.55888900000002,12095017103,0.0,fast_food,12095017103,0
130,starbucks,Starbucks is my favorite and that reflection is as well  @ Epcot - Walt Disney World ,28.37373469,-81.54976394,12095017103,0.6249,fast_food,12095017103,0
131,starbucks,"I'm at The Trolley Car Caf (ft. Starbucks) in Lake Buena Vista, FL  ",28.35774086,-81.55958029,12095017103,0.0,fast_food,12095017103,0
132,starbucks,My ALL TIME favorite treat here in waltdisneyworld!!! The infamous carrot cake cookie at @starbucks in @disney s Hollywood Studios (only ) I wish ,28.358333000000002,-81.55888900000001,12095017103,0.851,fast_food,12095017103,0
133,starbucks,"I'm at Starbucks in Lake Buena Vista, FL ",28.37033234,-81.51974908,12095017103,0.0,fast_food,12095017103,0
134,starbucks,"Day 2 brought to you by the Hollywood Studios &amp; Starbucks coffee (yes, I did get complimented on this shirt several time)! Oh, and now we all have Mickey/Minnie hats too! ",28.358333000000002,-81.55888900000001,12095017103,0.5242,fast_food,12095017103,0
135,starbucks,"Can you recommend anyone for this #Retail job in #Truckee, CA? Click the link in our bio to see it and more. shift supervisor - Store# 05228, TRUCKEE at Starbucks",39.3271651,-120.20579740000002,06057001206,0.3612,fast_food,06057001206,0
136,starbucks,"way too early #mood #vibes #candies #starbucks @ Truckee, California ",39.32613,-120.21215,06057001206,0.0,fast_food,06057001206,0
